// [texture name]	[detail texture name]		[hscale]	[vscale]
    
grid3                   detail/dt_stone1		10.0		10.0256  256  no
null                    detail/dt_stone1		10.0		10.0256  256  no
sky                     detail/dt_stone1		10.0		10.0256  256  no
black                   detail/dt_stone1		10.0		10.0256  256  no
CLIP                    detail/dt_stone1		10.0		10.0256  256  no
grid4                   detail/dt_stone1		10.0		10.0256  256  no
grid_64x64_vent         detail/dt_stone1		10.0		10.0256  256  no
grid_purple             detail/dt_stone1		10.0		10.0256  256  no
grid_red                detail/dt_stone1		10.0		10.0256  256  no
{vent_grid              detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_00          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_06          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_08          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_09          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_12          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_13a         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_13b         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_14a         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_14b         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_15          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_17a         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_17b         detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_20          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_23          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_23a         detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_25          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_26          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_27          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_28          detail/dt_metal1		10.0		10.0256  256  no
zs_lastride_29          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_30          detail/dt_stone1		10.0		10.0256  256  no
zs_lastride_33          detail/dt_grass1		10.0		10.0256  256  no
{zs_lastride_04         detail/dt_metal1		10.0		10.0256  256  no
{zs_lastride_24         detail/dt_metal1		10.0		10.0256  256  no
{zs_lastride_44         detail/dt_metal1		10.0		10.0256  256  no
trace_mdoor01           detail/dt_metal1		10.0		10.0256  256  no
trace_mwall04           detail/dt_metal1		10.0		10.0256  256  no
trace_mwall04b          detail/dt_metal1		10.0		10.0256  256  no
abyss_floor01           detail/dt_stone1		10.0		10.0256  256  no
abyss_floor02           detail/dt_stone1		10.0		10.0256  256  no
gdm_junk_G01            detail/dt_stone1		10.0		10.0256  256  no
gdm_junk_G06            detail/dt_metal1		10.0		10.0256  256  no
line_Twall_60           detail/dt_stone1		10.0		10.0256  256  no
pve_Halone26            detail/dt_stone1		10.0		10.0256  256  no
pve_Halone38            detail/dt_stone1		10.0		10.0256  256  no
